0.717
0.719
0.713
0.717
0.710
0.716
0.707
0.716
0.704
0.716
0.699
0.715
0.692
0.718
0.685
0.717
0.673
0.716
0.658
0.718
0.647
0.725
0.631
0.726
0.619
0.729
0.605
0.734
0.594
0.743
0.589
0.751
0.574
0.767
0.561
0.775
0.552
0.786
0.541
0.806
